,accommodates,review_scores_rating,bedrooms,bathrooms,beds,price,geometry,X,Y
8756,5,94.0,2.0,1.0,3.0,68.0,POINT (1494195.584807527 6900394.774886258),1494195.5848075273,6900394.774886258
8757,2,100.0,1.0,1.0,1.0,35.0,POINT (1493313.367290021 6900598.453033551),1493313.367290021,6900598.453033551
8759,2,91.0,1.0,1.0,1.0,40.0,POINT (1493327.443382258 6900720.511037702),1493327.4433822578,6900720.511037702
8761,4,93.0,1.0,1.0,2.0,63.0,POINT (1494805.010280872 6899369.724104231),1494805.0102808715,6899369.724104231
8762,2,96.0,1.0,1.0,1.0,53.0,POINT (1494944.855679273 6899607.966274632),1494944.8556792731,6899607.966274632
8763,4,98.0,1.0,1.0,2.0,55.0,POINT (1493846.120694135 6900360.926508551),1493846.1206941353,6900360.9265085505
8764,2,100.0,2.0,1.0,1.0,60.0,POINT (1493668.424239456 6900389.47424028),1493668.4242394564,6900389.47424028
8780,2,100.0,1.0,1.0,1.0,35.0,POINT (1496201.591613443 6898700.174642181),1496201.5916134433,6898700.174642181
8781,2,90.0,1.0,1.0,1.0,75.0,POINT (1496191.747414147 6897122.063532888),1496191.7474141475,6897122.063532888
8782,3,93.0,2.0,1.0,2.0,70.0,POINT (1496025.197025092 6897189.492984699),1496025.1970250916,6897189.492984699
8783,2,93.0,1.0,1.0,1.0,50.0,POINT (1495731.750242198 6897356.681529275),1495731.7502421984,6897356.681529275
8784,2,96.0,1.0,1.0,1.0,45.0,POINT (1495748.820768089 6898176.366907435),1495748.8207680895,6898176.3669074355
8785,1,93.0,1.0,1.0,1.0,19.0,POINT (1496584.807116562 6897416.475582737),1496584.8071165623,6897416.475582737
8786,4,90.0,2.0,1.0,2.0,80.0,POINT (1496122.896557707 6897492.090438331),1496122.8965577066,6897492.0904383315
8788,2,93.0,1.0,1.0,1.0,65.0,POINT (1496454.634142322 6898899.727113486),1496454.6341423222,6898899.727113486
8789,4,97.0,1.0,1.0,2.0,58.0,POINT (1496179.183154789 6897491.439200215),1496179.183154789,6897491.439200215
8790,2,100.0,1.0,1.0,1.0,75.0,POINT (1496169.212160501 6897699.471328611),1496169.2121605012,6897699.471328611
8791,2,78.0,1.0,1.0,2.0,35.0,POINT (1496328.676649462 6898411.499022382),1496328.6766494622,6898411.499022382
8792,2,100.0,1.0,1.0,1.0,70.0,POINT (1495425.612450968 6897712.310654599),1495425.6124509675,6897712.310654599
8793,4,100.0,1.0,1.0,2.0,70.0,POINT (1496314.041925673 6898801.685065067),1496314.0419256734,6898801.685065067
8794,2,20.0,0.0,1.0,2.0,50.0,POINT (1498723.883054108 6895078.072025419),1498723.8830541077,6895078.072025419
8796,2,80.0,1.0,1.0,1.0,58.0,POINT (1496450.841387195 6896943.056279582),1496450.841387195,6896943.056279582
8797,3,98.0,1.0,1.0,2.0,75.0,POINT (1496650.301092818 6896415.120728157),1496650.3010928181,6896415.1207281565
8798,5,76.0,3.0,3.0,5.0,109.0,POINT (1496632.2448167 6896801.281470873),1496632.2448166995,6896801.281470873
8800,2,92.0,1.0,1.0,1.0,68.0,POINT (1496278.274771065 6897306.81080448),1496278.2747710645,6897306.81080448
8802,3,92.0,2.0,1.0,2.0,65.0,POINT (1495847.169875847 6897514.728887052),1495847.1698758472,6897514.728887052
8803,2,99.0,1.0,1.0,1.0,55.0,POINT (1495376.051978943 6897741.032114616),1495376.0519789427,6897741.032114616
8805,2,100.0,1.0,2.0,1.0,30.0,POINT (1496170.825063296 6897544.925775677),1496170.8250632961,6897544.925775677
8806,2,95.0,1.0,1.0,1.0,40.0,POINT (1495646.706569893 6897833.540847946),1495646.7065698933,6897833.540847946
8808,2,98.0,1.0,1.5,1.0,70.0,POINT (1497024.13377616 6896212.609808864),1497024.13377616,6896212.609808864
8811,2,100.0,1.0,1.0,1.0,40.0,POINT (1495778.754882121 6897534.251981229),1495778.754882121,6897534.251981229
8812,4,100.0,1.0,1.0,2.0,120.0,POINT (1496519.611645898 6897037.399251983),1496519.6116458979,6897037.399251983
8813,6,88.0,2.0,1.0,3.0,180.0,POINT (1496682.682090701 6897623.170541693),1496682.682090701,6897623.1705416925
8814,2,91.0,1.0,1.0,1.0,35.0,POINT (1497080.887111057 6899025.117787526),1497080.8871110568,6899025.117787526
8815,1,100.0,0.0,1.0,1.0,35.0,POINT (1498010.608417218 6896985.149919009),1498010.6084172176,6896985.149919009
8817,4,100.0,2.0,1.0,2.0,139.0,POINT (1495852.054098115 6897634.029680171),1495852.0540981148,6897634.029680171
8820,3,100.0,0.0,1.0,2.0,125.0,POINT (1497930.216147395 6895612.210764118),1497930.2161473953,6895612.2107641185
8821,2,83.0,1.0,1.0,1.0,35.0,POINT (1497015.354044468 6896131.802809411),1497015.3540444684,6896131.802809411
8822,2,80.0,1.0,1.0,1.0,70.0,POINT (1495502.223009904 6897547.590068037),1495502.2230099044,6897547.590068037
8823,2,73.0,1.0,1.0,2.0,122.0,POINT (1497800.237058795 6897237.001257965),1497800.2370587953,6897237.001257965
8824,7,100.0,3.0,3.0,5.0,110.0,POINT (1498314.400241592 6895469.149728069),1498314.4002415915,6895469.149728069
8826,2,100.0,1.0,1.0,1.0,38.0,POINT (1496114.094983826 6897603.530398267),1496114.0949838257,6897603.530398267
8827,4,98.0,1.0,1.0,2.0,45.0,POINT (1495947.271614936 6897710.083459642),1495947.2716149364,6897710.083459642
8828,4,99.0,1.0,1.0,3.0,47.0,POINT (1495971.177011161 6897717.86550307),1495971.1770111613,6897717.86550307
8829,6,94.0,2.0,1.0,3.0,180.0,POINT (1495700.062619979 6897738.50443231),1495700.062619979,6897738.50443231
8831,2,98.0,2.0,1.0,2.0,47.0,POINT (1496465.00165637 6897358.131823041),1496465.0016563705,6897358.1318230415
8832,2,98.0,1.0,1.0,1.0,30.0,POINT (1496193.789180301 6897553.702690478),1496193.7891803011,6897553.702690478
8833,2,100.0,1.0,1.0,1.0,40.0,POINT (1495836.743610947 6897962.161710122),1495836.7436109467,6897962.161710122
8834,4,90.0,1.0,1.0,2.0,59.0,POINT (1496136.371418172 6897230.446681811),1496136.3714181718,6897230.4466818115
8836,1,80.0,1.0,1.0,1.0,24.0,POINT (1498569.458944561 6894852.694438229),1498569.458944561,6894852.694438229
8837,2,60.0,1.0,1.0,1.0,30.0,POINT (1495962.237729343 6897730.065022408),1495962.2377293427,6897730.065022408
8840,3,93.0,1.0,1.0,3.0,95.0,POINT (1498472.763887578 6897725.59180146),1498472.7638875782,6897725.59180146
8841,2,100.0,1.0,1.0,1.0,35.0,POINT (1497735.901840761 6895975.567534303),1497735.9018407613,6895975.567534303
8842,3,89.0,1.0,1.0,2.0,45.0,POINT (1495598.02347256 6897569.936262712),1495598.0234725603,6897569.936262712
8843,2,92.0,1.0,1.0,1.0,30.0,POINT (1495920.690970951 6897714.871432847),1495920.6909709505,6897714.871432847
8844,5,92.0,2.0,1.0,4.0,100.0,POINT (1497862.505258386 6898019.718869984),1497862.5052583865,6898019.718869984
8845,1,100.0,1.0,1.0,1.0,22.0,POINT (1495699.059144826 6897856.176823647),1495699.059144826,6897856.176823647
8846,4,88.0,1.0,1.0,1.0,88.0,POINT (1497305.265431543 6896097.740864393),1497305.2654315426,6896097.740864393
8847,4,87.0,2.0,1.0,2.0,84.0,POINT (1496890.066795219 6896269.787814112),1496890.0667952192,6896269.787814112
8848,4,60.0,2.0,1.0,2.0,75.0,POINT (1497169.732195382 6896250.969509318),1497169.732195382,6896250.969509318
8850,2,60.0,1.0,1.0,1.0,25.0,POINT (1497066.660607894 6896035.209678051),1497066.6606078944,6896035.209678051
8851,2,100.0,1.0,1.0,1.0,34.0,POINT (1495593.689275061 6897582.662726386),1495593.689275061,6897582.662726386
8852,2,100.0,1.0,1.0,1.0,74.0,POINT (1496549.175152215 6899308.769711941),1496549.175152215,6899308.7697119415
8855,5,96.0,2.0,1.0,2.0,100.0,POINT (1496047.595471968 6898688.953808719),1496047.595471968,6898688.953808719
8856,2,95.0,2.0,1.0,2.0,64.0,POINT (1495613.18998713 6897550.320288024),1495613.1899871302,6897550.320288024
8857,4,88.0,0.0,1.0,2.0,54.0,POINT (1495872.411813097 6898455.816133321),1495872.4118130968,6898455.816133321
8858,2,98.0,1.0,1.0,1.0,35.0,POINT (1497036.513982416 6896087.575728799),1497036.513982416,6896087.575728799
8859,2,98.0,1.0,1.0,1.0,49.0,POINT (1496930.086106073 6895974.304203751),1496930.0861060733,6895974.3042037515
8860,2,93.0,1.0,1.0,1.0,45.0,POINT (1496461.006262905 6898158.318782913),1496461.0062629052,6898158.3187829135
8864,2,90.0,1.0,1.0,1.0,50.0,POINT (1495663.129146164 6897535.816509454),1495663.1291461636,6897535.816509454
8867,2,100.0,1.0,1.0,1.0,25.0,POINT (1497323.72689022 6896256.008521092),1497323.72689022,6896256.008521092
8868,3,85.0,1.0,1.0,2.0,75.0,POINT (1498190.832069793 6895428.261146829),1498190.8320697926,6895428.261146829
8869,2,100.0,1.0,1.0,1.0,35.0,POINT (1496233.654247249 6898824.893500138),1496233.654247249,6898824.893500138
8870,2,100.0,1.0,1.0,2.0,40.0,POINT (1497438.116434358 6896238.96967977),1497438.116434358,6896238.96967977
8871,2,95.0,1.0,1.0,1.0,35.0,POINT (1495708.878025233 6897868.290506523),1495708.8780252328,6897868.290506523
8873,2,97.0,1.0,1.0,1.0,95.0,POINT (1498176.605986019 6895008.957743051),1498176.6059860187,6895008.957743051
8874,4,83.0,1.0,1.0,4.0,65.0,POINT (1497113.573182234 6896002.491635793),1497113.5731822343,6896002.491635793
8875,2,100.0,1.0,1.0,2.0,40.0,POINT (1498189.002288857 6895176.539160143),1498189.0022888575,6895176.539160143
8876,4,93.0,1.0,1.0,2.0,35.0,POINT (1497790.714442041 6896247.696733001),1497790.7144420412,6896247.696733001
8877,2,87.0,1.0,1.0,1.0,90.0,POINT (1496103.375933142 6897432.215285554),1496103.3759331421,6897432.215285554
8878,2,90.0,1.0,1.0,1.0,35.0,POINT (1495635.886915613 6897412.61084316),1495635.8869156125,6897412.61084316
8880,1,99.0,1.0,1.0,1.0,33.0,POINT (1496245.811262473 6898680.410180036),1496245.8112624725,6898680.410180036
8881,2,92.0,1.0,1.0,1.0,32.0,POINT (1496463.41244939 6898444.870725349),1496463.4124493904,6898444.870725349
8883,4,100.0,2.0,1.0,2.0,65.0,POINT (1496867.188715902 6896070.375258879),1496867.1887159017,6896070.375258879
8884,4,97.0,1.0,1.0,1.0,100.0,POINT (1497844.891782885 6895319.122075498),1497844.8917828852,6895319.122075498
8885,5,98.0,1.0,1.0,5.0,70.0,POINT (1495807.971615465 6897970.706063727),1495807.9716154651,6897970.706063727
8886,3,98.0,1.0,1.0,1.0,35.0,POINT (1497163.415165861 6896212.577701854),1497163.4151658614,6896212.577701854
8887,2,90.0,1.0,1.0,1.0,20.0,POINT (1498573.186028237 6896679.465425493),1498573.1860282368,6896679.465425493
8889,2,93.0,1.0,1.0,1.0,39.0,POINT (1497188.804953063 6896382.818016181),1497188.8049530634,6896382.818016181
8890,2,100.0,1.0,1.0,1.0,60.0,POINT (1497059.394932252 6896127.121018436),1497059.3949322521,6896127.121018436
8891,2,100.0,1.0,1.0,1.0,24.0,POINT (1495716.539546886 6897759.593254125),1495716.5395468862,6897759.593254125
8892,2,97.0,1.0,1.0,1.0,35.0,POINT (1495599.104609851 6897671.149045252),1495599.104609851,6897671.149045252
8893,4,84.0,1.0,1.0,2.0,33.0,POINT (1495945.270850616 6897596.886210027),1495945.2708506163,6897596.886210027
8894,4,80.0,3.0,1.0,3.0,30.0,POINT (1496078.441210137 6897737.047839179),1496078.441210137,6897737.047839179
8896,4,76.0,2.0,1.0,2.0,99.0,POINT (1497009.682076642 6896403.535111409),1497009.6820766418,6896403.535111409
8897,7,97.0,3.0,2.0,4.0,135.0,POINT (1498364.138848372 6898014.362274436),1498364.1388483723,6898014.362274436
8898,4,100.0,1.0,1.0,1.0,75.0,POINT (1497875.04859614 6895566.52577996),1497875.0485961398,6895566.52577996
8899,2,100.0,1.0,1.0,1.0,80.0,POINT (1498065.891278368 6895721.787078362),1498065.891278368,6895721.787078362
8900,2,94.0,1.0,1.0,2.0,22.0,POINT (1496682.979467236 6896915.459018295),1496682.9794672364,6896915.459018295
8902,2,91.0,1.0,1.0,1.0,22.0,POINT (1496622.497136707 6896510.217969512),1496622.4971367067,6896510.217969512
8903,2,90.0,1.0,1.0,1.0,80.0,POINT (1497795.423175032 6895441.88242632),1497795.4231750325,6895441.88242632
8904,2,100.0,1.0,1.0,1.0,22.0,POINT (1496948.661931141 6896186.49845629),1496948.661931141,6896186.49845629
8906,2,100.0,1.0,1.0,1.0,22.0,POINT (1496953.479908307 6896138.390293784),1496953.479908307,6896138.3902937835
8907,3,93.0,2.0,1.0,2.0,70.0,POINT (1496975.431118486 6896091.139712806),1496975.431118486,6896091.139712806
8910,2,100.0,1.0,1.0,1.0,23.0,POINT (1495894.934964526 6897704.457929431),1495894.934964526,6897704.4579294305
8912,1,93.0,1.0,1.0,1.0,30.0,POINT (1495875.927747091 6897424.343451092),1495875.9277470908,6897424.343451092
8914,2,100.0,1.0,1.0,1.0,40.0,POINT (1498350.45098277 6896475.586747586),1498350.4509827704,6896475.586747586
8915,4,95.0,1.0,1.0,2.0,55.0,POINT (1498956.537710809 6894726.940617681),1498956.537710809,6894726.9406176815
8916,2,90.0,1.0,1.0,1.0,29.0,POINT (1495712.208140203 6897612.187593999),1495712.208140203,6897612.187593999
8918,3,90.0,1.0,1.0,2.0,80.0,POINT (1497895.859295723 6898144.742035024),1497895.8592957226,6898144.742035024
8919,1,90.0,1.0,1.0,2.0,25.0,POINT (1495538.344361615 6897636.256162939),1495538.3443616147,6897636.256162939
8920,3,87.0,1.0,1.5,1.0,39.0,POINT (1498069.280859367 6895243.372176682),1498069.2808593672,6895243.372176682
8921,1,92.0,1.0,1.0,1.0,19.0,POINT (1496574.84717658 6896590.997329544),1496574.8471765798,6896590.997329544
8923,2,100.0,1.0,1.0,1.0,35.0,POINT (1496271.283537189 6897228.748158172),1496271.2835371885,6897228.748158172
8925,1,97.0,1.0,1.0,1.0,26.0,POINT (1496627.096220051 6897009.731138983),1496627.0962200507,6897009.731138983
8926,3,95.0,2.0,1.0,1.0,95.0,POINT (1498246.631123127 6897692.140330561),1498246.6311231272,6897692.140330561
8927,2,95.0,1.0,1.0,1.0,55.0,POINT (1496378.726304888 6897429.691874608),1496378.7263048876,6897429.691874608
8929,2,100.0,1.0,1.0,1.0,35.0,POINT (1497214.191951256 6896013.023002442),1497214.1919512565,6896013.023002442
8930,3,88.0,1.0,1.5,1.0,44.0,POINT (1497799.456727384 6895623.075349921),1497799.4567273837,6895623.075349921
8931,2,96.0,1.0,1.0,1.0,99.0,POINT (1496908.314879322 6896828.67970477),1496908.3148793217,6896828.6797047695
8932,2,100.0,1.0,1.0,1.0,43.0,POINT (1498134.495670103 6896586.401301423),1498134.4956701035,6896586.401301423
8933,2,93.0,1.0,1.0,2.0,39.0,POINT (1496561.542664181 6896667.874034834),1496561.5426641812,6896667.874034834
8935,3,93.0,1.0,1.0,2.0,70.0,POINT (1495885.406846661 6897656.249311603),1495885.4068466607,6897656.249311603
8936,2,93.0,1.0,1.0,2.0,45.0,POINT (1495794.781270969 6897270.72267737),1495794.7812709692,6897270.72267737
8938,2,90.0,1.0,1.0,1.0,28.0,POINT (1495872.360569594 6898360.055022845),1495872.360569594,6898360.055022845
8940,2,90.0,1.0,1.0,1.0,55.0,POINT (1496416.254426941 6897134.917309651),1496416.2544269413,6897134.917309651
8941,2,100.0,1.0,1.0,1.0,27.0,POINT (1496081.816807199 6897694.75041993),1496081.8168071988,6897694.75041993
8942,4,98.0,2.0,1.0,3.0,80.0,POINT (1495928.115197532 6897485.551212474),1495928.115197532,6897485.551212474
8943,4,100.0,1.0,1.0,2.0,48.0,POINT (1497132.222638968 6896134.551792962),1497132.2226389681,6896134.5517929625
8944,4,100.0,2.0,1.0,2.0,70.0,POINT (1495928.731013296 6897679.525768694),1495928.731013296,6897679.525768694
8945,3,98.0,0.0,1.0,1.0,34.0,POINT (1496441.813701849 6897350.903529034),1496441.8137018494,6897350.903529034
8946,2,100.0,2.0,1.0,1.0,43.0,POINT (1497278.054033814 6896135.862389421),1497278.0540338142,6896135.862389421
8947,2,98.0,1.0,1.0,1.0,49.0,POINT (1495785.788649807 6897868.614167643),1495785.7886498072,6897868.614167643
8948,1,95.0,1.0,1.0,1.0,22.0,POINT (1495716.010733549 6897763.586886466),1495716.0107335495,6897763.5868864665
8951,2,98.0,1.0,2.0,1.0,42.0,POINT (1496534.862907292 6896522.957800754),1496534.8629072919,6896522.957800754
8953,2,89.0,1.0,1.0,1.0,25.0,POINT (1496838.366153094 6896620.409302425),1496838.3661530938,6896620.409302425
8954,2,96.0,1.0,1.0,1.0,39.0,POINT (1496585.237419766 6899176.511330695),1496585.2374197661,6899176.511330695
8956,2,88.0,0.0,1.0,1.0,45.0,POINT (1496960.902570956 6896258.048860625),1496960.9025709562,6896258.048860625
8957,4,91.0,2.0,1.0,2.0,36.0,POINT (1496599.956504601 6896854.803702758),1496599.9565046006,6896854.803702758
8958,2,87.0,1.0,1.0,2.0,58.0,POINT (1497109.069784827 6899164.234434872),1497109.0697848266,6899164.234434872
8960,2,94.0,1.0,1.0,1.0,45.0,POINT (1497262.627259088 6896134.785958783),1497262.6272590877,6896134.785958783
8961,4,87.0,1.0,1.0,1.0,39.0,POINT (1497999.072645896 6896734.121575577),1497999.072645896,6896734.121575577
8963,4,100.0,1.0,1.0,2.0,60.0,POINT (1495696.412421026 6897948.224340518),1495696.4124210263,6897948.224340518
8964,4,77.0,0.0,1.0,1.0,59.0,POINT (1495802.376043677 6897319.315677759),1495802.376043677,6897319.315677759
8965,1,100.0,1.0,1.0,1.0,27.0,POINT (1495913.64310694 6897526.667718934),1495913.6431069402,6897526.667718934
8966,1,94.0,1.0,1.0,1.0,39.0,POINT (1497268.570223421 6896394.230703417),1497268.5702234213,6896394.230703417
8967,3,97.0,1.0,1.0,1.0,39.0,POINT (1497178.355389505 6896257.968843431),1497178.3553895047,6896257.968843431
8968,3,94.0,1.0,1.5,1.0,50.0,POINT (1497950.988798003 6895301.565626903),1497950.988798003,6895301.5656269025
8969,2,87.0,1.0,1.0,1.0,23.0,POINT (1496030.999717538 6897088.622787317),1496030.9997175375,6897088.622787317
8970,4,77.0,0.0,1.0,1.0,59.0,POINT (1495937.192797565 6897397.215688293),1495937.1927975651,6897397.215688293
8971,4,88.0,1.0,1.0,4.0,55.0,POINT (1496439.76988703 6896855.979293933),1496439.7698870301,6896855.979293933
8972,4,97.0,1.0,1.0,1.0,35.0,POINT (1496045.667952066 6897377.080896895),1496045.6679520658,6897377.080896895
8973,4,93.0,2.0,1.0,3.0,50.0,POINT (1495752.145473582 6897782.680545843),1495752.1454735817,6897782.680545843
8974,5,100.0,3.0,1.0,3.0,120.0,POINT (1498245.353156577 6894918.463831828),1498245.3531565773,6894918.463831828
8975,2,100.0,1.0,1.0,1.0,35.0,POINT (1496888.060077755 6896064.154278366),1496888.0600777555,6896064.154278366
8977,3,100.0,0.0,1.0,1.0,59.0,POINT (1495803.613538066 6897574.063436678),1495803.6135380664,6897574.063436678
8978,2,95.0,1.0,2.0,1.0,39.0,POINT (1497745.666827832 6895725.461755917),1497745.666827832,6895725.461755917
8979,4,100.0,2.0,1.0,2.0,95.0,POINT (1495804.961579464 6897615.397167119),1495804.961579464,6897615.397167119
8980,3,93.0,2.0,1.0,3.0,65.0,POINT (1496062.016611659 6897807.785363051),1496062.016611659,6897807.785363051
8981,4,80.0,2.0,1.0,2.0,35.0,POINT (1496910.147769221 6896310.780221596),1496910.1477692209,6896310.780221596
8982,2,90.0,2.0,1.0,1.0,67.0,POINT (1496755.840789612 6896536.052231092),1496755.8407896124,6896536.052231092
8983,3,89.0,1.0,1.0,2.0,150.0,POINT (1495763.19377423 6897501.452912045),1495763.19377423,6897501.452912045
8984,2,100.0,1.0,1.0,1.0,50.0,POINT (1496636.888002765 6898324.594579799),1496636.8880027654,6898324.594579799
8985,4,96.0,2.0,1.0,2.0,24.0,POINT (1496282.627625761 6898420.263216384),1496282.6276257606,6898420.263216384
8986,2,93.0,2.0,1.0,1.0,34.0,POINT (1496542.604196302 6897360.487895939),1496542.604196302,6897360.487895939
8987,2,100.0,1.0,1.0,1.0,35.0,POINT (1496073.387602463 6897168.142126106),1496073.3876024634,6897168.142126106
8988,4,97.0,2.0,1.0,4.0,70.0,POINT (1497165.785402152 6896510.333743191),1497165.785402152,6896510.333743191
8990,4,98.0,2.0,2.0,2.0,169.0,POINT (1492764.776424004 6897321.867835932),1492764.7764240038,6897321.867835932
8992,4,92.0,1.0,1.0,4.0,100.0,POINT (1492784.665769639 6896463.155879213),1492784.6657696394,6896463.1558792135
8993,3,90.0,2.0,1.0,2.0,105.0,POINT (1493710.040985828 6897868.94087836),1493710.0409858276,6897868.94087836
8994,4,94.0,1.0,1.0,2.0,95.0,POINT (1493284.801867351 6896494.889234825),1493284.801867351,6896494.889234825
8995,3,94.0,2.0,1.0,2.0,90.0,POINT (1493877.695528303 6897050.873282438),1493877.6955283028,6897050.873282438
8996,2,94.0,1.0,1.0,1.0,80.0,POINT (1492734.497846666 6898163.085054842),1492734.4978466656,6898163.085054842
8997,2,87.0,1.0,1.0,1.0,49.0,POINT (1493489.494551153 6898230.075635475),1493489.494551153,6898230.075635475
8998,2,100.0,0.0,1.0,1.0,40.0,POINT (1493872.783497874 6897961.160758699),1493872.783497874,6897961.160758699
8999,2,95.0,1.0,1.0,1.0,28.0,POINT (1492714.559201752 6896564.665605515),1492714.5592017516,6896564.665605515
9000,4,97.0,2.0,1.5,3.0,125.0,POINT (1492939.162075477 6898057.969255554),1492939.1620754767,6898057.969255554
9001,4,100.0,1.0,1.0,1.0,105.0,POINT (1493706.510982874 6898181.577973117),1493706.5109828738,6898181.577973117
9004,2,83.0,1.0,1.0,1.0,40.0,POINT (1492756.545799352 6897755.308410204),1492756.5457993515,6897755.308410204
9005,6,100.0,3.0,1.0,3.0,156.0,POINT (1492837.768096664 6896857.927796895),1492837.7680966635,6896857.927796895
9007,4,80.0,2.0,1.0,2.0,90.0,POINT (1493036.703106435 6897772.762532688),1493036.7031064346,6897772.762532688
9008,7,98.0,2.0,1.5,7.0,190.0,POINT (1492737.451883687 6897797.23532181),1492737.4518836872,6897797.23532181
9009,4,94.0,2.0,1.0,2.0,89.0,POINT (1492795.021793172 6898226.211666841),1492795.0217931718,6898226.211666841
9010,2,99.0,1.0,1.0,1.0,25.0,POINT (1492822.850817542 6898078.838160302),1492822.8508175416,6898078.8381603025
9011,2,80.0,1.0,1.0,1.0,59.0,POINT (1492871.723388774 6898133.043379401),1492871.7233887739,6898133.043379401
9013,6,93.0,3.0,1.5,6.0,89.0,POINT (1492895.188579987 6898203.816369974),1492895.1885799873,6898203.816369974
9014,5,98.0,2.0,1.0,2.0,199.0,POINT (1494270.62635392 6897844.024936248),1494270.62635392,6897844.024936248
9016,2,94.0,1.0,1.0,1.0,62.0,POINT (1494117.155802794 6897493.828946229),1494117.1558027938,6897493.828946229
9017,2,99.0,1.0,1.5,2.0,65.0,POINT (1493986.614360765 6897800.772041615),1493986.6143607646,6897800.772041615
9018,2,100.0,0.0,1.0,1.0,99.0,POINT (1492716.01453512 6898503.247600591),1492716.0145351202,6898503.247600591
9020,6,86.0,1.0,1.0,3.0,80.0,POINT (1493700.913491526 6897320.189709787),1493700.9134915264,6897320.189709787
9021,2,98.0,1.0,1.0,1.0,62.0,POINT (1492938.393683705 6897736.851106852),1492938.3936837045,6897736.851106852
9022,3,92.0,0.0,1.0,2.0,69.0,POINT (1493279.87768071 6898330.982043781),1493279.8776807096,6898330.982043781
9023,2,90.0,1.0,1.0,1.0,80.0,POINT (1492698.996140462 6896660.950306769),1492698.996140462,6896660.950306769
9024,4,90.0,2.0,1.0,3.0,99.0,POINT (1492778.495207549 6898274.92664368),1492778.4952075493,6898274.92664368
9025,4,99.0,1.0,1.0,2.0,115.0,POINT (1494075.704116597 6897917.242081588),1494075.7041165973,6897917.242081588
9026,2,100.0,1.0,1.0,1.0,70.0,POINT (1494294.245404947 6897922.753450649),1494294.2454049466,6897922.753450649
9027,3,100.0,1.0,1.0,1.0,80.0,POINT (1494188.873586244 6897680.940844592),1494188.873586244,6897680.940844592
9028,2,92.0,1.0,1.0,1.0,50.0,POINT (1492608.210240486 6897800.417568807),1492608.2102404863,6897800.4175688075
9029,6,96.0,2.0,1.5,4.0,165.0,POINT (1494016.930349593 6897187.133243817),1494016.9303495928,6897187.133243817
9031,2,92.0,1.0,1.0,1.0,75.0,POINT (1492964.144547319 6896345.878214738),1492964.1445473188,6896345.878214738
9033,2,90.0,1.0,1.0,1.0,78.0,POINT (1492685.388493068 6896450.312828619),1492685.3884930683,6896450.312828619
9035,4,93.0,1.0,1.0,2.0,40.0,POINT (1492804.62576032 6897873.587106528),1492804.6257603196,6897873.587106528
9037,2,100.0,1.0,1.0,1.0,62.0,POINT (1492962.695786737 6898513.387388282),1492962.6957867374,6898513.387388282
9038,2,97.0,1.0,1.0,2.0,45.0,POINT (1493507.744188742 6897172.995444614),1493507.7441887418,6897172.9954446135
9039,2,100.0,1.0,1.0,1.0,100.0,POINT (1492551.829916378 6896673.290066076),1492551.8299163785,6896673.290066076
9040,1,96.0,1.0,1.0,1.0,23.0,POINT (1492309.133975351 6898192.471433935),1492309.133975351,6898192.471433935
9041,1,94.0,1.0,2.0,1.0,30.0,POINT (1492958.186135617 6898086.408228211),1492958.1861356166,6898086.408228211
9042,4,93.0,3.0,1.0,4.0,120.0,POINT (1492479.06411045 6897780.06814745),1492479.06411045,6897780.06814745
9043,4,100.0,3.0,2.0,3.0,80.0,POINT (1492711.834838066 6898142.205607515),1492711.8348380663,6898142.205607515
9044,2,100.0,1.0,1.0,1.0,80.0,POINT (1494026.08173284 6897176.368801062),1494026.08173284,6897176.368801062
9045,2,86.0,1.0,1.0,2.0,50.0,POINT (1494064.312940775 6897688.643517061),1494064.312940775,6897688.643517061
9046,1,100.0,1.0,1.0,1.0,45.0,POINT (1492586.050135781 6896780.66316844),1492586.0501357806,6896780.66316844
9047,2,100.0,1.0,1.0,1.0,50.0,POINT (1492459.271671494 6896709.407122843),1492459.2716714938,6896709.407122843
9048,2,76.0,1.0,1.0,1.0,55.0,POINT (1492559.644590755 6896578.495465287),1492559.6445907552,6896578.495465287
9049,2,90.0,1.0,1.0,1.0,43.0,POINT (1493619.925256626 6897566.612908851),1493619.9252566257,6897566.612908851
9050,2,98.0,1.0,1.0,1.0,35.0,POINT (1494236.04554044 6897826.750252101),1494236.0455404397,6897826.750252101
9051,5,94.0,3.0,1.0,3.0,144.0,POINT (1494053.736312503 6898093.234971359),1494053.736312503,6898093.234971359
9053,2,100.0,1.0,1.0,2.0,55.0,POINT (1492511.210355192 6898045.249001864),1492511.210355192,6898045.249001864
9054,5,94.0,2.0,1.0,4.0,72.0,POINT (1492674.501070748 6897804.674885548),1492674.5010707476,6897804.674885548
9056,4,80.0,2.0,1.0,2.0,150.0,POINT (1492474.76645924 6897961.042259795),1492474.7664592396,6897961.042259795
9057,3,95.0,1.0,1.0,1.0,85.0,POINT (1492538.739364444 6898431.640999989),1492538.7393644438,6898431.640999989
9059,2,95.0,1.0,1.0,1.0,67.0,POINT (1492543.028665398 6898158.221067994),1492543.0286653982,6898158.221067994
9061,4,91.0,2.0,1.0,2.0,70.0,POINT (1493966.615515497 6898243.088930774),1493966.6155154973,6898243.088930774
9062,5,96.0,2.0,2.0,1.0,90.0,POINT (1492462.273587643 6896629.835164352),1492462.2735876427,6896629.835164352
